# Four-tile direct derivation wait report

allFourTileShapes: 66045
enumeratedDerivations: 5100
tenpaiReports: 3756

## Reducibility

### Reducible
count: 1647
waitCoreCacheHits: 1802
waitCoreCacheMisses: 34
waitCoreCacheEntries: 34

### Irreducible
count: 2109

#### Groups by waitDecompositionCodes
groupCount: 11
waitDecompositionCodes	waitDecompositionCodesKey	count	representativeTiles	representativeWaits
1m777p	1m	reducible	[34]	30
99s11z	9s1z	irreducible	[9, 9]	7137
6m777p	6m	reducible	[34]	30
333m3p	3p	reducible	[34]	30
1p567s	1p	reducible	[26]	24
77m11z	7m1z	irreducible	[9, 9]	7137
88p77s	8p7s	irreducible	[9, 9]	7137
44p66s	4p6s	irreducible	[9, 9]	7137
1177p	17p	irreducible	[9, 9]	7137
22m45s	36s	irreducible	[15, 15]	11895
33m35s	4s	irreducible	[21]	20
777p3z	3z	reducible	[34]	30
2233m	23m	irreducible	[9, 9]	7137
2246m	5m	irreducible	[21]	20
2p999s	2p	reducible	[34]	30
6788s	58s	irreducible	[15, 15, 26]	15066231
11p13s	2s	irreducible	[21]	20
567s7z	7z	reducible	[26]	24
111p5s	5s	reducible	[34]	30
1166p	16p	irreducible	[9, 9]	7137
333m1s	1s	reducible	[34]	30
333s2z	2z	reducible	[34]	30
24m66p	3m	irreducible	[21]	20
1399s	2s	irreducible	[21]	20
345m5p	5p	reducible	[26]	24
4489p	7p	irreducible	[33]	29
234s7z	7z	reducible	[26]	24
234s6z	6z	reducible	[26]	24
567s5z	5z	reducible	[26]	24
66m99p	6m9p	irreducible	[9, 9]	7137
33p12s	3s	irreducible	[33]	29
567s6z	6z	reducible	[26]	24
111m2z	2z	reducible	[34]	30
34m22s	25m	irreducible	[15, 15]	11895
111m8p	8p	reducible	[34]	30
2255s	25s	irreducible	[9, 9]	7137
456p2z	2z	reducible	[26]	24
5678m	58m	irreducible	[26, 26]	19032
66m35s	4s	irreducible	[21]	20
234s5z	5z	reducible	[26]	24
456m1p	1p	reducible	[26]	24
88m56s	47s	irreducible	[15, 15]	11895
111m3s	3s	reducible	[34]	30
5m789s	5m	reducible	[26]	24
333m4p	4p	reducible	[34]	30
7p678s	7p	reducible	[26]	24
46m22p	5m	irreducible	[21]	20
12m44p	3m	irreducible	[33]	29
11m68p	7p	irreducible	[21]	20
1777z	1z	reducible	[34]	30
46s33z	5s	irreducible	[21]	20
7m555z	7m	reducible	[34]	30
66m46p	5p	irreducible	[21]	20
34m88s	25m	irreducible	[15, 15]	11895
33m24p	3p	irreducible	[21]	20
4m999s	4m	reducible	[34]	30
1999p	1p	reducible	[34]	30
1666z	1z	reducible	[34]	30
3m234s	3m	reducible	[26]	24
7799s	79s	irreducible	[9, 9]	7137
567p5z	5z	reducible	[26]	24
777m4s	4s	reducible	[34]	30
4888p	4p	reducible	[34]	30
68s33z	7s	irreducible	[21]	20
7m555p	7m	reducible	[34]	30
1m111z	1m	reducible	[34]	30
88p22s	8p2s	irreducible	[9, 9]	7137
4599p	36p	irreducible	[15, 15]	11895
567p7s	7s	reducible	[26]	24
68m44s	7m	irreducible	[21]	20
567p6z	6z	reducible	[26]	24
789m7s	7s	reducible	[26]	24
8s333z	8s	reducible	[34]	30
567p7z	7z	reducible	[26]	24
1133s	13s	irreducible	[9, 9]	7137
1119s	9s	reducible	[34]	30
7799p	79p	irreducible	[9, 9]	7137
333p1z	1z	reducible	[34]	30
4488s	48s	irreducible	[9, 9]	7137
77m68s	7s	irreducible	[21]	20
5m234p	5m	reducible	[26]	24
44p89s	7s	irreducible	[33]	29
7m777z	7m	reducible	[34]	30
7m666z	7m	reducible	[34]	30
2233z	23z	irreducible	[9, 9]	7137
23m44z	14m	irreducible	[15, 15]	11895
2p234s	2p	reducible	[26]	24
99m88s	9m8s	irreducible	[9, 9]	7137
1555z	1z	reducible	[34]	30
111p2z	2z	reducible	[34]	30
57p33z	6p	irreducible	[21]	20
777m1z	1z	reducible	[34]	30
88m67s	58s	irreducible	[15, 15]	11895
6m333s	6m	reducible	[34]	30
678m2s	2s	reducible	[26]	24
6p111z	6p	reducible	[34]	30
1236p	6p	reducible	[26]	24
123p4s	4s	reducible	[26]	24
777p4z	4z	reducible	[34]	30
5m789p	5m	reducible	[26]	24
111m2p	2p	reducible	[34]	30
333m7s	7s	reducible	[34]	30
1168s	7s	irreducible	[21]	20
234m4p	4p	reducible	[26]	24
79m11s	8m	irreducible	[21]	20
6m345p	6m	reducible	[26]	24
78s11z	69s	irreducible	[15, 15]	11895
2289s	7s	irreducible	[33]	29
22m46p	5p	irreducible	[21]	20
57m44s	6m	irreducible	[21]	20
2m777s	2m	reducible	[34]	30
89m11s	7m	irreducible	[33]	29
1156s	47s	irreducible	[15, 15]	11895
23m55z	14m	irreducible	[15, 15]	11895
33s33z	3s3z	irreducible	[9, 9]	7137
9p345s	9p	reducible	[26]	24
2477s	3s	irreducible	[21]	20
67p55z	58p	irreducible	[15, 15]	11895
5799s	6s	irreducible	[21]	20
45m55s	36m	irreducible	[15, 15]	11895
4666p	45p	irreducible	[21, 34]	23780
888m7s	7s	reducible	[34]	30
4777m	4m	reducible	[34]	30
13s44z	2s	irreducible	[21]	20
55m33z	5m3z	irreducible	[9, 9]	7137
2789s	2s	reducible	[26]	24
77p56s	47s	irreducible	[15, 15]	11895
79m66p	8m	irreducible	[21]	20
77m57s	6s	irreducible	[21]	20
567p4z	4z	reducible	[26]	24
1366p	2p	irreducible	[21]	20
2m222z	2m	reducible	[34]	30
345m6s	6s	reducible	[26]	24
2m555p	2m	reducible	[34]	30
55p67s	58s	irreducible	[15, 15]	11895
11m44p	1m4p	irreducible	[9, 9]	7137
67p77z	58p	irreducible	[15, 15]	11895
66m33p	6m3p	irreducible	[9, 9]	7137
456p7s	7s	reducible	[26]	24
79m11p	8m	irreducible	[21]	20
666p9s	9s	reducible	[34]	30
2444m	23m	irreducible	[21, 34]	23780
3s444z	3s	reducible	[34]	30
4678p	4p	reducible	[26]	24
5679m	9m	reducible	[26]	24
345m3z	3z	reducible	[26]	24
8m345p	8m	reducible	[26]	24
44m99s	4m9s	irreducible	[9, 9]	7137
123m6s	6s	reducible	[26]	24
3888s	3s	reducible	[34]	30
555p8s	8s	reducible	[34]	30
88m13p	2p	irreducible	[21]	20
111m7s	7s	reducible	[34]	30
44m66p	4m6p	irreducible	[9, 9]	7137
789m1s	1s	reducible	[26]	24
1118p	8p	reducible	[34]	30
13m99p	2m	irreducible	[21]	20
99m46p	5p	irreducible	[21]	20
7p222s	7p	reducible	[34]	30
67p66z	58p	irreducible	[15, 15]	11895
5p666s	5p	reducible	[34]	30
1333p	12p	irreducible	[21, 34]	23780
22m24p	3p	irreducible	[21]	20
4479p	8p	irreducible	[21]	20
56p33z	47p	irreducible	[15, 15]	11895
11p55s	1p5s	irreducible	[9, 9]	7137
4457p	6p	irreducible	[21]	20
88m12s	3s	irreducible	[33]	29
3m567s	3m	reducible	[26]	24
55p22s	5p2s	irreducible	[9, 9]	7137
5688s	47s	irreducible	[15, 15]	11895
56p66s	47p	irreducible	[15, 15]	11895
5m888p	5m	reducible	[34]	30
99p12s	3s	irreducible	[33]	29
123p3s	3s	reducible	[26]	24
3346p	5p	irreducible	[21]	20
3356m	47m	irreducible	[15, 15]	11895
3599m	4m	irreducible	[21]	20
77m46s	5s	irreducible	[21]	20
333p2s	2s	reducible	[34]	30
6699m	69m	irreducible	[9, 9]	7137
23m11p	14m	irreducible	[15, 15]	11895
4m456p	4m	reducible	[26]	24
57s44z	6s	irreducible	[21]	20
33p34s	25s	irreducible	[15, 15]	11895
4457m	6m	irreducible	[21]	20
78m33s	69m	irreducible	[15, 15]	11895
4567m	47m	irreducible	[26, 26]	19032
1p222z	1p	reducible	[34]	30
2m555s	2m	reducible	[34]	30
7778s	689s	irreducible	[15, 15, 34]	18829815
1355p	2p	irreducible	[21]	20
1p234s	1p	reducible	[26]	24
89p33s	7p	irreducible	[33]	29
23m77z	14m	irreducible	[15, 15]	11895
23m66z	14m	irreducible	[15, 15]	11895
6m111z	6m	reducible	[34]	30
2488m	3m	irreducible	[21]	20
11s22z	1s2z	irreducible	[9, 9]	7137
444m2s	2s	reducible	[34]	30
44m66s	4m6s	irreducible	[9, 9]	7137
234m2s	2s	reducible	[26]	24
33p56s	47s	irreducible	[15, 15]	11895
33m33s	3m3s	irreducible	[9, 9]	7137
1444z	1z	reducible	[34]	30
79s66z	8s	irreducible	[21]	20
222m4p	4p	reducible	[34]	30
66m13p	2p	irreducible	[21]	20
234m8s	8s	reducible	[26]	24
5577s	57s	irreducible	[9, 9]	7137
444m8s	8s	reducible	[34]	30
79s77z	8s	irreducible	[21]	20
55p88s	5p8s	irreducible	[9, 9]	7137
3567s	3s	reducible	[26]	24
13s66z	2s	irreducible	[21]	20
123m3z	3z	reducible	[26]	24
24m22z	3m	irreducible	[21]	20
5559p	9p	reducible	[34]	30
8p456s	8p	reducible	[26]	24
13s77z	2s	irreducible	[21]	20
99p44s	9p4s	irreducible	[9, 9]	7137
11m55p	1m5p	irreducible	[9, 9]	7137
4p999s	4p	reducible	[34]	30
46m66p	5m	irreducible	[21]	20
567m8p	8p	reducible	[26]	24
57m22z	6m	irreducible	[21]	20
1p678s	1p	reducible	[26]	24
44m78s	69s	irreducible	[15, 15]	11895
888s1z	1z	reducible	[34]	30
1244m	3m	irreducible	[33]	29
2999s	2s	reducible	[34]	30
999m1s	1s	reducible	[34]	30
55m12s	3s	irreducible	[33]	29
777p5z	5z	reducible	[34]	30
2m456p	2m	reducible	[26]	24
77m78p	69p	irreducible	[15, 15]	11895
555m5s	5s	reducible	[34]	30
22p57s	6s	irreducible	[21]	20
678m9s	9s	reducible	[26]	24
678p2s	2s	reducible	[26]	24
7p666s	7p	reducible	[34]	30
33m56p	47p	irreducible	[15, 15]	11895
66m12s	3s	irreducible	[33]	29
79s55z	8s	irreducible	[21]	20
5p333z	5p	reducible	[34]	30
123p1s	1s	reducible	[26]	24
567m7s	7s	reducible	[26]	24
5p777s	5p	reducible	[34]	30
45m88p	36m	irreducible	[15, 15]	11895
777p7z	7z	reducible	[34]	30
1155p	15p	irreducible	[9, 9]	7137
111p7s	7s	reducible	[34]	30
68p88s	7p	irreducible	[21]	20
2477m	3m	irreducible	[21]	20
13s55z	2s	irreducible	[21]	20
77p67s	58s	irreducible	[15, 15]	11895
79m33s	8m	irreducible	[21]	20
11p45s	36s	irreducible	[15, 15]	11895
678p8s	8s	reducible	[26]	24
12p11s	3p	irreducible	[33]	29
3488s	25s	irreducible	[15, 15]	11895
1133z	13z	irreducible	[9, 9]	7137
24s22z	3s	irreducible	[21]	20
777p6z	6z	reducible	[34]	30
88m44s	8m4s	irreducible	[9, 9]	7137
345m5z	5z	reducible	[26]	24
111m1s	1s	reducible	[34]	30
6668s	78s	irreducible	[21, 34]	23780
9p222s	9p	reducible	[34]	30
4599m	36m	irreducible	[15, 15]	11895
24p66s	3p	irreducible	[21]	20
55m56s	47s	irreducible	[15, 15]	11895
3p444s	3p	reducible	[34]	30
78m44p	69m	irreducible	[15, 15]	11895
8p123s	8p	reducible	[26]	24
4s333z	4s	reducible	[34]	30
999p3s	3s	reducible	[34]	30
88p46s	5s	irreducible	[21]	20
345m7z	7z	reducible	[26]	24
22s33z	2s3z	irreducible	[9, 9]	7137
1116p	6p	reducible	[34]	30
11p88s	1p8s	irreducible	[9, 9]	7137
345m6z	6z	reducible	[26]	24
24m55s	3m	irreducible	[21]	20
89m88s	7m	irreducible	[33]	29
34p88s	25p	irreducible	[15, 15]	11895
57s77z	6s	irreducible	[21]	20
12p44s	3p	irreducible	[33]	29
57s66z	6s	irreducible	[21]	20
46m11p	5m	irreducible	[21]	20
33m89p	7p	irreducible	[33]	29
3377p	37p	irreducible	[9, 9]	7137
2m333z	2m	reducible	[34]	30
4p789s	4p	reducible	[26]	24
44m12s	3s	irreducible	[33]	29
4569s	9s	reducible	[26]	24
123p1z	1z	reducible	[26]	24
44p23s	14s	irreducible	[15, 15]	11895
2224m	34m	irreducible	[21, 34]	23780
23m66p	14m	irreducible	[15, 15]	11895
7m888p	7m	reducible	[34]	30
234m3p	3p	reducible	[26]	24
57m33s	6m	irreducible	[21]	20
24p33z	3p	irreducible	[21]	20
13m55p	2m	irreducible	[21]	20
3m666p	3m	reducible	[34]	30
23m22p	14m	irreducible	[15, 15]	11895
555m8p	8p	reducible	[34]	30
57s55z	6s	irreducible	[21]	20
1266p	3p	irreducible	[33]	29
7p777s	7p	reducible	[34]	30
66s22z	6s2z	irreducible	[9, 9]	7137
4448s	8s	reducible	[34]	30
77m57p	6p	irreducible	[21]	20
89s22z	7s	irreducible	[33]	29
567m5s	5s	reducible	[26]	24
55m68p	7p	irreducible	[21]	20
5559m	9m	reducible	[34]	30
89p22z	7p	irreducible	[33]	29
3445p	4p	irreducible	[21, 26]	19028
11m24s	3s	irreducible	[21]	20
888m4p	4p	reducible	[34]	30
79s44z	8s	irreducible	[21]	20
77m44p	7m4p	irreducible	[9, 9]	7137
2m678s	2m	reducible	[26]	24
4m345s	4m	reducible	[26]	24
1235s	5s	reducible	[26]	24
55m89s	7s	irreducible	[33]	29
77s33z	7s3z	irreducible	[9, 9]	7137
234p2z	2z	reducible	[26]	24
4488p	48p	irreducible	[9, 9]	7137
22m99p	2m9p	irreducible	[9, 9]	7137
444p8s	8s	reducible	[34]	30
222p4s	4s	reducible	[34]	30
789p3s	3s	reducible	[26]	24
3m999p	3m	reducible	[34]	30
2p789s	2p	reducible	[26]	24
345m4z	4z	reducible	[26]	24
24m88p	3m	irreducible	[21]	20
4p333s	4p	reducible	[34]	30
34p22s	25p	irreducible	[15, 15]	11895
3366s	36s	irreducible	[9, 9]	7137
77m77s	7m7s	irreducible	[9, 9]	7137
3389s	7s	irreducible	[33]	29
333m2p	2p	reducible	[34]	30
68p66s	7p	irreducible	[21]	20
2226p	6p	reducible	[34]	30
1239s	9s	reducible	[26]	24
999s2z	2z	reducible	[34]	30
13m33p	2m	irreducible	[21]	20
567p3z	3z	reducible	[26]	24
234s1z	1z	reducible	[26]	24
22p11s	2p1s	irreducible	[9, 9]	7137
5m999s	5m	reducible	[34]	30
35m33p	4m	irreducible	[21]	20
3445s	4s	irreducible	[21, 26]	19028
4678s	4s	reducible	[26]	24
567s1z	1z	reducible	[26]	24
1188p	18p	irreducible	[9, 9]	7137
567p3s	3s	reducible	[26]	24
55m34s	25s	irreducible	[15, 15]	11895
9m111z	9m	reducible	[34]	30
2267p	58p	irreducible	[15, 15]	11895
4556s	5s	irreducible	[21, 26]	19028
12p11z	3p	irreducible	[33]	29
5599p	59p	irreducible	[9, 9]	7137
4468m	7m	irreducible	[21]	20
222p1z	1z	reducible	[34]	30
88m79p	8p	irreducible	[21]	20
7p333z	7p	reducible	[34]	30
2277p	27p	irreducible	[9, 9]	7137
22p13s	2s	irreducible	[21]	20
